contractor_raw,normalized_name,ticker,parent_company,relationship,is_public,confidence,reasoning,resolved_at,resolver_model,llm_cache_key,skills_version
Muddy Water Dredging LP,Muddy Water Dredging,,,private,false,0.95,Specialized dredging contractor; no public-company affiliation evident from name.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Muddy Water Dredging LP,*",Muddy Water Dredging,,,private,false,0.95,Specialized dredging contractor; no public-company affiliation evident from name.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
NORESCO LLC,NORESCO LLC,,,private,false,0.87,Energy-services firm (often seen in federal energy-efficiency contracts) that operates as private contractor.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
NSynergy Engineering Inc.,NSynergy Engineering Inc,,,private,false,0.88,Boutique engineering consultancy; no match to any major public aerospace or defense contractor.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"Nakamura Oyama & Associates Inc.,*",Nakamura Oyama & Associates,,,private,false,0.95,Architecture or engineering services partnership; name and structure indicate a private professional services firm.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Nanometrics Inc.,Nanometrics,NANO,Nanometrics Incorporated,direct,true,0.88,Nanometrics Inc. (NANO) is a publicly traded semiconductor metrology equipment manufacturer.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
National Institute of Building Sciences,National Institute of Building Sciences,,,private,false,0.95,Nonprofit research and standards organization; not a for-profit listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
National Shipping of America LLC,National Shipping of America,,,private,false,0.9,Maritime logistics or shipping services; name does not match any listed shipping or logistics company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Nemean Solutions LLC,*",Nemean Solutions,,,private,false,0.95,Small business services or consulting firm with no public-company affiliation.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Neros Inc.,Neros,,,private,false,0.9,Short name with no identifiable match to any listed company; likely a small engineering or manufacturing shop.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"New South Associates,*",New South Associates,,,private,false,0.92,Small engineering or consulting firm with no recognizable public-company affiliation; name suggests regional contractor below analyst coverage.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"NewVac LLC,*",NewVac LLC,,,private,false,0.9,Specialized vacuum-equipment vendor with no recognizable parent; typical of small DoD niche suppliers.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Newton Corp.,Newton Corp,,,private,false,0.88,Generic name shared by hundreds of small firms; no match to a known public company or division.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Next Semiconductor Technologies Inc.,Next Semiconductor Technologies Inc,,,private,false,0.85,No match to any listed semiconductor company in major indices; likely a private semiconductor design or fab-services firm.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"Nightline Inc.,*",Nightline Inc,,,private,false,0.87,Small regional service provider; name does not correspond to any recognized public contractor.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"Nikira Labs, Inc.,*",Nikira Labs Inc,,,private,false,0.89,Specialized laboratory or research firm below public-company scale; no known parent.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Nippo Corp.,Nippo Corp,,,private,false,0.88,Japanese-origin equipment manufacturer likely operating in US but not a US-listed entity.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Nippon Sanso Matheson Inc.,Nippon Sanso Matheson Inc,,,private,false,0.8,"Nippon Sanso is a Japanese industrial-gas company; Matheson is a subsidiary or joint entity, but no US public listing found as of knowledge cutoff.",2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Nobel Biocare USA LLC,Nobel Biocare USA LLC,,,private,false,0.82,Medical-device subsidiary (likely of Danaher-owned Envista or similar); US entity is typically private in structure.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"Noreas-PIKA-ICS JV,*",Noreas-PIKA-ICS JV,,,joint_venture,false,0.85,"Joint venture of NOREAS Inc., PIKA International and ICS — all privately held environmental-remediation small businesses.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Norfolk Dredging Co.,Norfolk Dredging Co,,,private,false,0.88,Regional dredging and marine-construction firm; not affiliated with any major listed contractor.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"North Wind Site Services LLC,*",North Wind Site Services LLC,,,private,false,0.9,Small site-services and logistics provider; generic name with no public-company match.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
NorthStar Maritime Dismantlement Services LLC,NorthStar Maritime Dismantlement Services LLC,,,private,false,0.89,Specialized maritime decommissioning and recycling firm; small niche operator with no public affiliation.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Northcliffe Ocean Shipping & Trading Co. Inc.,Northcliffe Ocean Shipping & Trading Co,,,private,false,0.88,Marine shipping and trading firm operating below public-company scale; no known listed parent.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Northrop Grumman,Northrop Grumman Corporation,NOC,Northrop Grumman Corporation,direct,true,0.99,Deterministic exact alias match on 'Northrop Grumman Corporation' in data/universe.csv -> NOC (Northrop Grumman Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Northrop Grumman Corp.,Northrop Grumman Corporation,NOC,Northrop Grumman Corporation,direct,true,0.99,Deterministic exact alias match on 'Northrop Grumman Corporation' in data/universe.csv -> NOC (Northrop Grumman Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Northrop Grumman Aerospace Systems,Northrop Grumman Aerospace Systems,NOC,Northrop Grumman Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Northrop Grumman Corporation' in data/universe.csv -> NOC (Northrop Grumman Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Northrop Grumman Systems Corp.,Northrop Grumman Systems,NOC,Northrop Grumman Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Northrop Grumman Systems' in data/universe.csv -> NOC (Northrop Grumman Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
"Northrop Grumman Systems Corp., Aerospace Systems","Northrop Grumman Systems Corp., Aerospace Systems",NOC,Northrop Grumman Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Northrop Grumman Systems' in data/universe.csv -> NOC (Northrop Grumman Corporation); no model call.,2026-09-02 16:02:00,deterministic,,sk-5c88474c
"Northrop Grumman Systems Corp., Mission Systems Sector","Northrop Grumman Systems Corp., Mission Systems Sector",NOC,Northrop Grumman Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Northrop Grumman Systems' in data/universe.csv -> NOC (Northrop Grumman Corporation); no model call.,2026-09-02 16:02:00,deterministic,,sk-5c88474c
Northrup Grumman System Corp.,Northrup Grumman System Corp,NOC,Northrop Grumman Corporation,subsidiary,true,0.93,Misspelled variant of Northrop Grumman Systems (note: Northrup is archaic spelling); resolves to NOC via established division alias.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Northrup Grumman Systems Corp.,Northrup Grumman Systems Corp,NOC,Northrop Grumman Corporation,subsidiary,true,0.95,Operating division of Northrop Grumman; standard alias match to NOC with subsidiary relationship.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Nova Group Inc.,Nova Group Inc,,,private,false,0.86,Generic name shared by multiple private companies; no clear match to any listed entity.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
OEI-AECOM JV2 LLC,OEI-AECOM JV2 LLC,ACM,AECOM Technology Corporation,joint_venture,true,0.72,"Joint venture with AECOM (ACM, listed) as one prime; OEI identity unclear but AECOM is the identifiable public partner; capped at 0.72 due to JV ambiguity.",2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"OEI-AECOM JV2 LLC,*",OEI-AECOM JV2 LLC,ACM,AECOM Technology Corporation,joint_venture,true,0.72,"Joint venture with AECOM (ACM, listed) as one prime; OEI identity unclear but AECOM is the identifiable public partner; capped at 0.72 due to JV ambiguity.",2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"OJH Services Inc.,**",OJH Services Inc,,,private,false,0.89,Small services firm with no identifiable public affiliation; initials do not correspond to a known contractor.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"ORO Manufacturing Co.,*",ORO Manufacturing,,,private,false,0.92,Small manufacturer with no connection to any publicly traded defense prime or systems integrator.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
"OSI Federal Technologies Inc.,*",OSI Federal Technologies,,,private,false,0.89,Federal IT contractor with OSI prefix; not a recognized division or subsidiary of any listed company.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
"Ocean Power Technologies Inc.,*",Ocean Power Technologies,OPTT,,direct,true,0.93,Ocean Power Technologies Inc. is itself listed on the NYSE American under OPTT.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Odyssey Systems Consulting Group Ltd.,Odyssey Systems Consulting Group Ltd,,,private,false,0.88,Systems consulting firm with no recognizable public-company parent or affiliation.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
"Ole Tyme Produce,*",Ole Tyme Produce,,,private,false,0.93,Agricultural produce supplier; well outside typical defense contractor portfolio and clearly private.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Omega Aerial Refueling Services Inc.,Omega Aerial Refueling Services Inc,,,private,false,0.87,Specialized aerial refueling or logistics provider; no match to major listed defense contractors.,2026-09-02 16:06:21,claude-haiku-4-5,1535a934ddcd90300a86bbc19c20b2bb6bae0e2ee12e2674fc4f65382e35f79a,sk-5c88474c
Omega Pipeline Co. LLC,Omega Pipeline,,,private,false,0.92,Small construction/pipeline contractor with no recognizable connection to listed companies; typical DoD awardee below prominence threshold.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Omni Federal LLC,Omni Federal,,,private,false,0.93,Federal contractor name with 'Omni' prefix; no match to any major listed defense prime or known subsidiary.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Oneida Engineering Solutions LLC,Oneida Engineering Solutions,,,private,false,0.91,Regional engineering firm with Oneida regional association; not a recognized listed company or division.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Opportunities & Resources Inc.,Opportunities & Resources,,,private,false,0.92,Generic holding-company-style name typical of small certified businesses; no link to any public entity.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
"Oracle America, Inc.",Oracle America,ORCL,Oracle Corporation,subsidiary,true,0.95,"Subsidiary of Oracle Corporation (ORCL), the major software and cloud vendor; likely federal IT contracting arm.",2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Orbis Sibro Inc.,Orbis Sibro,,,private,false,0.88,Small engineering or manufacturing contractor; Sibro or Orbis names do not match any listed defense company.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Orion Government Services LLC,Orion Government Services,,,private,false,0.9,'Orion' is a common startup name in federal contracting; this firm is not a recognizable public subsidiary.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Orion Marine Construction Inc.,Orion Marine Construction,,,private,false,0.91,Marine/construction firm; Orion is a generic name widely used by small contractors without public parent evident.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Oshkosh,Oshkosh,OSK,Oshkosh Corporation,direct,true,0.96,Oshkosh Corporation (OSK) is a listed manufacturer of commercial and defense vehicles and equipment.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Oshkosh Defense LLC,Oshkosh Defense,OSK,Oshkosh Corporation,subsidiary,true,0.97,"Defense division of Oshkosh Corporation (OSK), the publicly listed vehicle and systems manufacturer.",2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
"Osprey Management LLC,*",Osprey Management,,,private,false,0.91,Osprey is a common name; no link to any known listed defense or federal contractor parent.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
Overland AI Inc.,Overland AI,,,private,false,0.87,AI/technology startup contractor; no visible affiliation with any major listed tech or defense company.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
"Overland AI Inc.,*",Overland AI,,,private,false,0.87,AI/technology startup contractor; no visible affiliation with any major listed tech or defense company.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
P & S Construction Inc.,P & S Construction,,,private,false,0.93,Regional construction contractor with generic initials; no public parent identified.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
P2 Mission Solutions,P2 Mission Solutions,,,private,false,0.9,Small mission-support contractor; P2 designation does not match any listed defense or IT prime.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
PAE Government Services Inc.,PAE Government Services,,,private,false,0.88,Federal contractor with PAE initials; not a recognized subsidiary or division of any listed prime.,2026-09-02 16:06:33,claude-haiku-4-5,656a1a9e8a0ef8858913538d24b44ffcd42b7032f00f468e802052ea1a5934d2,sk-5c88474c
PCI Aviation,PCI Aviation,,,private,false,0.88,Aviation support services; small specialist contractor with no recognizable public parent in the DoD universe.,2026-09-02 16:06:45,claude-haiku-4-5,450d8c42d0e0d2c391852d0010639239d2487288732b8811d427b9cc2bdaad88,sk-5c88474c
